tweet_id,user_id,camp_type,community,aspect_prompt
1663629829659320325,19393766,BLM - Bound,C3-1,"ideology: 'left', pro entities: ['roe', 'wade'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['education'], anti aspects: [], neutral aspects: ['agenda']"
1663855521407938567,1072545296322826240,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['black'], neutral entities: ['man', 'man'] based on following aspects pro aspects: ['work'], anti aspects: [], neutral aspects: ['race']"
1664008253796151298,90160373,BLM - Crossing,C2-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['book'], anti aspects: [], neutral aspects: ['politics']"
1663637363606831106,879229100,BLM - Crossing,C2-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['white', 'white', 'white'] based on following aspects pro aspects: ['mom', 'dad'], anti aspects: [], neutral aspects: ['race', 'narrative']"
1663611475359924225,1265229273549418496,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['reparations', 'civil rights'], anti aspects: [], neutral aspects: []"
1661498996270022663,1917731,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['president', 'florida'] based on following aspects pro aspects: ['school', 'parents'], anti aspects: [], neutral aspects: []"
1662881288670560256,1529977562520096768,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['california'] based on following aspects pro aspects: ['american'], anti aspects: [], neutral aspects: []"
1661450565337882625,2739446098,BLM - Bound,C3-3,"ideology: 'left', pro entities: [], anti entities: ['republicans', 'republicans'], neutral entities: ['country'] based on following aspects pro aspects: ['americans'], anti aspects: [], neutral aspects: ['economy']"
1661921929098579968,983865741215592448,BLM - Crossing,C6-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['atlanta'] based on following aspects pro aspects: ['classrooms'], anti aspects: [], neutral aspects: ['ideology']"
1661387029702234112,930212715422998400,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['american'], anti aspects: ['lgbtq'], neutral aspects: []"
1661863979143053314,1660290025492213760,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['maga'], neutral entities: [] based on following aspects pro aspects: ['nation'], anti aspects: [], neutral aspects: ['money']"
1662047641209917440,2757667932,ALM - Crossing,C1-3,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['library', 'work', 'children'], anti aspects: [], neutral aspects: []"
1662208331203895296,1628158010731433984,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['black lives', 'police'], anti aspects: ['black lives'], neutral aspects: ['movement']"
1661399376164470788,75844645,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: ['trans'], neutral entities: ['girls'] based on following aspects pro aspects: ['christian', 'teacher', 'students', 'classroom'], anti aspects: [], neutral aspects: []"
1662225600579518464,1084911963317112832,ALM - Crossing,C5-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['work'], anti aspects: [], neutral aspects: ['employees', 'employees']"
1663693611635195904,1582060721323532288,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['wealth', 'nation', 'america'], anti aspects: [], neutral aspects: []"
1663707892833300480,720323991894798336,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['love', 'mother'], anti aspects: [], neutral aspects: []"
1663546815659257861,16544024,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian', 'memorial day'], anti aspects: [], neutral aspects: ['race', 'player']"
1661688709291311110,28104354,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['love'], anti aspects: [], neutral aspects: []"
1663240113801814016,1921349354,BLM - Crossing,C6-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['citizen', 'mayor']"
1661612633147965440,967856964817575936,ALM - Crossing,C1-2,"ideology: 'right', pro entities: ['trump'], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['vote'], anti aspects: [], neutral aspects: []"
1662642526703210496,1025045931484299264,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['white'] based on following aspects pro aspects: ['book', 'god'], anti aspects: [], neutral aspects: ['video', 'movie', 'race', 'stories']"
1664043258358505477,758862971770593280,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['education'], anti aspects: [], neutral aspects: []"
1662040946228228096,23373309,BLM - Crossing,C2-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['jordan'] based on following aspects pro aspects: ['voice'], anti aspects: [], neutral aspects: ['race']"
1663917355045466114,2817389862,BLM - Bound,C3-2,"ideology: 'left', pro entities: ['gay'], anti entities: ['republicans'], neutral entities: ['country'] based on following aspects pro aspects: ['children', 'books', 'lgbtq', 'families', 'black history'], anti aspects: ['guns'], neutral aspects: ['history']"
1661475561691291649,2895759033,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['life'], anti aspects: [], neutral aspects: []"
1662805384321544192,1088554244746157952,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: ['biden'], neutral entities: [] based on following aspects pro aspects: ['god', 'freedom', 'guns'], anti aspects: [], neutral aspects: ['race', 'banks']"
1661629582036938753,1414695290553212928,BLM - Bound,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['justice'], anti aspects: [], neutral aspects: ['supreme court', 'billionaire', 'candidate']"
1661510727314862082,878284831,BLM - Crossing,C3-1,"ideology: 'left', pro entities: ['president biden', 'biden'], anti entities: ['ron desantis'], neutral entities: ['twitter'] based on following aspects pro aspects: ['work'], anti aspects: [], neutral aspects: ['campaign']"
1662403480169095168,1240263541250093056,BLM - Crossing,C2-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['child'], anti aspects: ['police'], neutral aspects: []"
1663196086264119297,730469674983555072,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['black', 'black community'], neutral entities: ['white'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['article', '1960s', 'culture']"
1661323655849074689,2463627350,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['black lives matter'], neutral entities: [] based on following aspects pro aspects: ['job', 'brother'], anti aspects: [], neutral aspects: []"
1661973009622499328,292388359,BLM - Bound,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['georgia'] based on following aspects pro aspects: ['election', 'love'], anti aspects: [], neutral aspects: []"
1663218381238210560,1594821009462693888,BLM - Crossing,C2-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['skin', 'skin'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['race', 'culture']"
1661378679425867776,17372204,ALM - Crossing,C1-3,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['faith'], anti aspects: [], neutral aspects: []"
1663967479629225985,144010158,BLM - Crossing,C2-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['americans'], anti aspects: [], neutral aspects: []"
1661452198440587290,29463046,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['brother'], anti aspects: [], neutral aspects: []"
1661196052060598272,35586563,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['student', 'child'], anti aspects: [], neutral aspects: ['cost']"
1661759744711987200,1330489358575661056,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: ['maga'], neutral entities: ['president', 'young man'] based on following aspects pro aspects: ['democracy'], anti aspects: [], neutral aspects: ['candidate', 'race', 'senator']"
1663263302217093120,1660290025492213760,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian', 'lgbtq', 'parents', 'bible'], anti aspects: [], neutral aspects: []"
1661757520594227201,1635452730348273664,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['country'] based on following aspects pro aspects: ['democracy'], anti aspects: [], neutral aspects: []"
1661527635267125248,736661074301292544,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['family', 'mother'], anti aspects: [], neutral aspects: []"
1663035847296311296,24133744,ALM - Bound,C1-3,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['fact'], anti aspects: [], neutral aspects: []"
1661758405856428032,1680691602,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['children', 'work', 'children'], anti aspects: [], neutral aspects: []"
1661379236505042946,14173315,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['books', 'children', 'public schools'], anti aspects: [], neutral aspects: []"
1663916698670383108,28031362,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['freedom'], anti aspects: [], neutral aspects: []"
1661585480725696512,281826197,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['guy'] based on following aspects pro aspects: ['facts'], anti aspects: [], neutral aspects: []"
1662356387710795776,1634751104423727104,ALM - Crossing,C7-2,"ideology: 'right', pro entities: ['president trump', 'republican'], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['governor', 'governor']"
1661944921773813763,705557649950056448,ALM - Bound,C1-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['god'], anti aspects: [], neutral aspects: []"
1663049639132528641,1431280925380390912,BLM - Crossing,C6-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['truth'], anti aspects: [], neutral aspects: []"
1661624769207504898,1471706319828643840,BLM - Crossing,C3-1,"ideology: 'left', pro entities: ['black', 'black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: ['police'], neutral aspects: []"
1661796211438018560,878284831,BLM - Crossing,C3-1,"ideology: 'left', pro entities: ['democrat'], anti entities: ['ron desantis'], neutral entities: ['lady'] based on following aspects pro aspects: ['wife'], anti aspects: [], neutral aspects: ['candidate']"
1663023424564781056,4765169125,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['gop'], neutral entities: [] based on following aspects pro aspects: ['families', 'children'], anti aspects: [], neutral aspects: []"
1663678072347070467,1518670648410738688,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['lives'], anti aspects: [], neutral aspects: []"
1663885579501682689,17787008,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['girl'] based on following aspects pro aspects: ['church'], anti aspects: ['police'], neutral aspects: []"
1662078276188229640,1516880891947147264,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['blm'], anti entities: [], neutral entities: ['government'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663574871392112640,984418618468380800,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: ['government'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['agenda']"
1663967183188181009,1650878518522249216,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['kids'], anti aspects: [], neutral aspects: []"
1663490455038722048,36946774,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['vote'], anti aspects: [], neutral aspects: ['campaign', 'actions', 'governor']"
1664058777656598529,328756439,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['democrats', 'democrat'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['life', 'families', 'justice', 'equality', 'americans'], anti aspects: [], neutral aspects: []"
1662842944078880771,1045976040877756416,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: ['election'], anti aspects: [], neutral aspects: []"
1661426170921975818,1602725485208797184,ALM - Crossing,C7-1,"ideology: 'right', pro entities: [], anti entities: ['blm', 'blm', 'blm'], neutral entities: [] based on following aspects pro aspects: ['family', 'brother'], anti aspects: [], neutral aspects: ['funds', 'homes', 'money', 'companies']"
1661439582976503808,4239551,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['work'], anti aspects: [], neutral aspects: []"
1662010060849967104,933425073247092736,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['babies'], anti aspects: [], neutral aspects: []"
1661445019994329088,1582781758814097408,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['blm'], anti entities: [], neutral entities: ['boston'] based on following aspects pro aspects: ['books', 'books', 'books'], anti aspects: [], neutral aspects: []"
1662882644504334336,601555458,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['bill'], anti aspects: [], neutral aspects: []"
1661718769193078784,978265628426432384,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['marjorie taylor greene', 'trump'], neutral entities: [] based on following aspects pro aspects: ['american'], anti aspects: [], neutral aspects: []"
1661437708911214598,1500246839106445312,ALM - Bound,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['book'], anti aspects: [], neutral aspects: []"
1661264884343148545,268738761,BLM - Crossing,C4-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['woman', 'man'] based on following aspects pro aspects: ['work', 'jobs'], anti aspects: [], neutral aspects: []"
1663948769405317120,791890341158793216,BLM - Crossing,C2-1,"ideology: 'left', pro entities: ['blm'], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['food']"
1661378002771378177,981593697082109952,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['florida'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['dollars', 'homes']"
1661738987718053890,1457750511814430720,BLM - Crossing,C4-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['london'] based on following aspects pro aspects: ['mother'], anti aspects: [], neutral aspects: []"
1662281007905624065,1621061585119895552,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['biden'], neutral entities: [] based on following aspects pro aspects: ['border'], anti aspects: [], neutral aspects: ['gender']"
1661211895758569472,282094426,BLM - Bound,C6-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['book'], anti aspects: [], neutral aspects: []"
1661710750983790592,372238387,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: ['voters'], anti aspects: [], neutral aspects: ['news']"
1663950719605407754,176326645,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['country'] based on following aspects pro aspects: ['diversity', 'lgbtq'], anti aspects: [], neutral aspects: []"
1661754901817434113,1087380412089987200,BLM - Crossing,C3-1,"ideology: 'left', pro entities: ['cnn'], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['supreme court', 'supreme court', 'supreme court']"
1661419156523155456,1488222784543236096,BLM - Crossing,C2-1,"ideology: 'left', pro entities: [], anti entities: ['nypd'], neutral entities: ['nyc', 'opposition'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663907071308316673,1554810537124499712,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663972960867106835,3856305322,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['life'], anti aspects: [], neutral aspects: []"
1661658302185603072,1414449474072576000,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['ron desantis'], neutral entities: ['president', 'president'] based on following aspects pro aspects: ['law'], anti aspects: [], neutral aspects: ['campaign']"
1663882940265185281,1542538420433702912,ALM - Bound,C7-1,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: ['army'] based on following aspects pro aspects: ['law'], anti aspects: [], neutral aspects: ['streets']"
1663281900583018503,23373309,BLM - Crossing,C2-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['christian'], anti aspects: [], neutral aspects: ['race']"
1661194090673840128,1367531,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['man'] based on following aspects pro aspects: ['child'], anti aspects: [], neutral aspects: []"
1662954170159357953,1512995095406030848,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['nation', 'work'], anti aspects: [], neutral aspects: []"
1663358213264392194,2680119463,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['family'], anti aspects: [], neutral aspects: []"
1661848115513622529,1073496389844373632,BLM - Crossing,C2-1,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['fact'], anti aspects: [], neutral aspects: ['race']"
1664018663827972097,96309737,BLM - Crossing,C6-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['white'] based on following aspects pro aspects: ['god'], anti aspects: [], neutral aspects: []"
1662521498274283522,1588218026737925888,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663213648930643969,1402325905247178752,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['voters', 'vote', 'democracy', 'children', 'children', 'children'], anti aspects: [], neutral aspects: []"
1663364073717911552,123015412,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['new york'] based on following aspects pro aspects: ['university', 'law', 'school'], anti aspects: [], neutral aspects: []"
1661284306344353796,1551523351843192832,ALM - Crossing,C7-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['new york'] based on following aspects pro aspects: ['professor', 'life', 'students', 'jobs'], anti aspects: [], neutral aspects: ['actions']"
1661774868361379842,1352418340346728448,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['education', 'university', 'justice', 'university', 'justice'], anti aspects: [], neutral aspects: ['sports']"
1662877651412074496,1694505356,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: ['trump', 'republicans'], neutral entities: [] based on following aspects pro aspects: ['families'], anti aspects: [], neutral aspects: []"
1662458989810950144,18957784,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['justice system']"
1661728618769182721,615570587,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['democrat'], neutral entities: [] based on following aspects pro aspects: ['kids', 'kids', 'parents'], anti aspects: [], neutral aspects: []"
1661529510821482501,1573074338542133248,ALM - Crossing,C5-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['equality'], anti aspects: [], neutral aspects: []"
1663813704477966337,1218080948409044992,BLM - Bound,C4-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['country'] based on following aspects pro aspects: [], anti aspects: ['police'], neutral aspects: ['authorities', 'citizen']"
1661176072606715904,55060090,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['marjorie taylor greene'], neutral entities: [] based on following aspects pro aspects: ['house'], anti aspects: [], neutral aspects: []"
1662225161477816320,822318934183407616,BLM - Crossing,C2-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['white'] based on following aspects pro aspects: [], anti aspects: ['law enforcement'], neutral aspects: ['governor', 'legislation', 'court']"
1662238571279835138,128586397,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['donald trump'], neutral entities: [] based on following aspects pro aspects: ['healthcare', 'christian', 'election', 'election'], anti aspects: [], neutral aspects: []"
1661381862504235010,829166459553140736,BLM - Crossing,C3-1,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: [] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['economy', 'story']"
1661754348500668419,67494190,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['black lives'], anti aspects: ['black lives'], neutral aspects: []"
1661224019465588740,855481986290524160,BLM - Crossing,C4-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['father'], anti aspects: [], neutral aspects: ['photo']"
1661782850817933312,1522228256702930944,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: ['black lives matter'], neutral entities: [] based on following aspects pro aspects: ['black lives'], anti aspects: ['black lives'], neutral aspects: []"
1662154063327248384,2259247096,BLM - Crossing,C3-3,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['house', 'son', 'christian', 'husband'], anti aspects: ['police'], neutral aspects: []"
1663299624449327105,1585787366081536000,BLM - Crossing,C6-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['liberty'], anti aspects: [], neutral aspects: []"
1661253659588714498,2432830728,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['wh'] based on following aspects pro aspects: ['america', 'peace', 'world', 'peace'], anti aspects: [], neutral aspects: []"
1663660818616012802,413590655,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['races', 'white', 'country'] based on following aspects pro aspects: ['veterans', 'constitution', 'equality'], anti aspects: [], neutral aspects: []"
1662084663404544000,88320350,BLM - Crossing,C3-1,"ideology: 'left', pro entities: ['black'], anti entities: ['cop'], neutral entities: ['florida'] based on following aspects pro aspects: ['american'], anti aspects: ['police'], neutral aspects: ['citizen']"
1661382355154620418,1500129642,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['love'], anti aspects: [], neutral aspects: []"
1661554978048163841,1512175855421857792,ALM - Crossing,C1-1,"ideology: 'right', pro entities: ['maga'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['churches'], anti aspects: [], neutral aspects: ['race']"
1663749018294403073,1116497669223001984,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: ['man'] based on following aspects pro aspects: ['couple', 'reparations'], anti aspects: [], neutral aspects: []"
1663635485229477894,1570786586597507072,ALM - Crossing,C5-2,"ideology: 'right', pro entities: [], anti entities: ['black'], neutral entities: ['colour', 'queen', 'queen'] based on following aspects pro aspects: ['family'], anti aspects: [], neutral aspects: []"
1661671128098799616,1508653779784466432,ALM - Crossing,C5-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['world', 'nation'], anti aspects: [], neutral aspects: []"
1661445737727623180,22492302,ALM - Crossing,C1-2,"ideology: 'right', pro entities: ['ron desantis'], anti entities: [], neutral entities: ['florida', 'president', 'white house'] based on following aspects pro aspects: ['election'], anti aspects: [], neutral aspects: ['race']"
1661332238124867591,1270133776748855296,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: ['republican party', 'republicans'], neutral entities: ['women'] based on following aspects pro aspects: ['americans', 'bill', 'abortions'], anti aspects: [], neutral aspects: ['senate']"
1661190970942148608,1519516825100431360,ALM - Crossing,C1-1,"ideology: 'left', pro entities: ['black', 'black'], anti entities: [], neutral entities: ['girl'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1661385276629868544,1445137100282778112,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['minorities'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['books'], anti aspects: [], neutral aspects: []"
1661696864083750913,1594803573530959872,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['liberals', 'blm'], neutral entities: [] based on following aspects pro aspects: ['kids', 'schools'], anti aspects: [], neutral aspects: []"
1663980859848835104,1577442469494591488,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: ['black'], neutral entities: ['girls', 'disney'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: ['little mermaid', 'race', 'movie']"
1662138057435275265,127289951,BLM - Crossing,C2-2,"ideology: 'left', pro entities: [], anti entities: ['republicans'], neutral entities: ['congress'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1662284146767437825,1268415727050121216,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['brother'], anti aspects: [], neutral aspects: []"
1661617846579871746,36967214,BLM - Crossing,C4-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: ['boys', 'woman'] based on following aspects pro aspects: [], anti aspects: [], neutral aspects: []"
1663350638997012482,1501710188780400640,ALM - Bound,C7-1,"ideology: 'right', pro entities: ['maga'], anti entities: ['blm'], neutral entities: [] based on following aspects pro aspects: ['black lives'], anti aspects: ['black lives'], neutral aspects: []"
1661214185114542081,29097819,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['ethnicity'] based on following aspects pro aspects: ['school', 'school', 'students', 'student'], anti aspects: [], neutral aspects: ['court', 'policies']"
1661425643257462786,1395692103410331648,ALM - Crossing,C1-2,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['teacher'], anti aspects: [], neutral aspects: []"
1663659053996810241,253106377,BLM - Crossing,C3-2,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['election'], anti aspects: [], neutral aspects: []"
1663395448730656771,1351398245650587648,ALM - Crossing,C1-1,"ideology: 'right', pro entities: [], anti entities: [], neutral entities: ['white house'] based on following aspects pro aspects: ['proof', 'police', 'memorial day'], anti aspects: [], neutral aspects: []"
1661579135729164288,1680691602,BLM - Crossing,C3-2,"ideology: 'left', pro entities: ['president biden', 'democrats'], anti entities: ['republicans'], neutral entities: ['congress'] based on following aspects pro aspects: ['america', 'house', 'jobs'], anti aspects: [], neutral aspects: ['legislation']"
1662623188017201152,904441159988252800,BLM - Crossing,C6-2,"ideology: 'left', pro entities: ['black'], anti entities: [], neutral entities: [] based on following aspects pro aspects: ['reparations', 'racial justice'], anti aspects: [], neutral aspects: []"
1661380526706503682,1020464462673989632,BLM - Crossing,C4-1,"ideology: 'left', pro entities: [], anti entities: [], neutral entities: [] based on following aspects pro aspects: [], anti aspects: ['police'], neutral aspects: []"
