tweet_id,user_id,camp_type,community,annotator_1,annotator_2,annotator_3,final_label,prediction
1653197641138749442,2638470127,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1656443264864600073,1499927330101370880,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654446612385611776,1580520295433228288,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1652414954438545408,334920737,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655790788343734273,1629268795524284416,ALM - Crossing,C7-1,non-toxic,toxic,toxic,toxic,toxic
1615786917039144965,1204930164389556224,ALM - Crossing,C1-2,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655952776852279297,1553528614242717696,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1653748345980977152,1524176909755510784,ALM - Crossing,C1-2,toxic,toxic,non-toxic,toxic,non-toxic
1656361667251302424,739610364975808512,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655086156114010112,1538420721818427392,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656630544401309701,303850691,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653499530434826272,117048987,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655176932139454469,232901331,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653703827470655488,1502964875378704384,ALM - Crossing,C1-1,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1653217750121320450,20545835,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655349651720089601,1552795969959636992,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1657082809830236162,1177692226492751872,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1653174767728353281,19211550,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656453581749272576,292929271,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655331883436081155,1524176049113861888,ALM - Crossing,C7-1,toxic,toxic,toxic,toxic,toxic
1653233448213938176,818610876206956544,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1609964698425868293,875856268056969216,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1656823289614925824,1366565625401909248,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652351822835621891,18584875,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653735313418731522,1134907050,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655364111717343233,1406286254661058560,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1657567654792802305,2835451658,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656115911567220742,380285402,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1650927135538683912,18643437,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654989384104411139,930470485221142400,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1662872280412696577,1486459079262359552,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655567847287037953,2455478245,ALM - Crossing,C1-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1645079432082739204,1552795969959636992,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1656332470373974024,849880970,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653792701202984963,2899472769,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653734783770324995,247368688,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654146367118270464,19091173,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654130264854118401,1195224462,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1654755924618412034,195271137,ALM - Crossing,C1-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657326369863266305,818593572156911616,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1656790894312292354,1146509923683131392,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1654637756990070785,1299572918993784832,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1656848643830292482,930470485221142400,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655299101351890944,17189922,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656390210739904513,126389466,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655033305060847616,70860468,ALM - Crossing,C1-1,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656223075007070208,1616665185128943616,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1657846849431109637,2510362008,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653414528510484480,1610433556806787072,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1654267931524513794,46302096,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653775195209957376,1321147357883473920,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652771935435014149,1518612748011196416,ALM - Crossing,C5-1,toxic,toxic,non-toxic,toxic,non-toxic
1657801796520140807,3096147528,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1661082897653088256,133769431,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1656260617055924225,1220131855464267776,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1652773712716767232,3096147528,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1637981769587740673,264361128,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653475665230872581,1108438906570227584,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1653749716411113478,640893,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655765583156191234,16843089,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656047626003857408,826065164504006656,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655203027295383554,2227458877,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1649726645064941568,986403517081505792,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657500275043713030,1558561668204052480,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1653594551611805697,1329883229189525504,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654511044113448962,592730371,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,toxic
1656593660945768451,229075850,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653774559672139777,741860027703513088,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657157676898320385,34280715,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1653421275115560960,1530804462968782848,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656458972096864257,34367582,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655905552596185090,1367531,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652385519794286593,1052722633152679936,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1654828215469322240,19211550,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1654501912106991619,722528529716383744,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656038882658623488,2393323908,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1657157374929428482,1440338610457231360,ALM - Crossing,C1-2,non-toxic,toxic,non-toxic,non-toxic,non-toxic
1654533819523907584,1573074338542133248,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1657525960990654473,1283845106550951936,ALM - Crossing,C5-2,toxic,toxic,non-toxic,toxic,non-toxic
1655854435795345409,1340931894532304896,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1653739014762135552,1631332145821274112,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655311636574490624,1225286345129635840,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656932491612004355,455264233,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1464838651939110912,2835451658,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653310609100767235,934358614457929600,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1656302952229875714,18166778,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653498622326067201,1466235161000001536,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657565969059913729,1325881869372677888,ALM - Crossing,C1-1,toxic,non-toxic,toxic,toxic,non-toxic
1653819791851790336,252165928,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655152006829416449,523248016,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655309796755533825,1511624426089062400,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1657555314663882752,1527223403920232448,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1178184483972866048,2835451658,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656397139302293505,1489197115653951488,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1655585582658080768,1098091506886471552,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653779617122074626,15212187,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652704366229323778,1605626028356927488,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654610565690474497,846859247933632512,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1653494255573417984,23292743,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1656249467555794944,125128723,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655635864372883458,18342379,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1653467112424308736,1558500347609595904,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1648730627565289473,1443612874161721088,ALM - Crossing,C1-1,non-toxic,toxic,toxic,toxic,toxic
1657156078239469575,2417586104,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655634820750254084,55329156,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657053827546136576,1514072711173128192,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1653175138156953601,303850691,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1655716725722173440,41694302,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654763063206092801,1537225604554031104,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1656009246478147600,1090675644747386752,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657582107802374144,91882544,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656454642237075456,4102376488,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652718627345387523,1442524786521870336,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,non-toxic
1655042192065581056,1652974880189747200,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654123964980170756,1383847184714461184,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652840292922343424,1367531,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1654174194773393426,491530957,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654350480405831681,17469289,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1656971978618667010,937126279286947840,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1656136089202212865,18929234,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656466055462518784,130003441,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1657759242521128970,1078998642554490752,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,non-toxic
1655309123112558592,3140528145,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,non-toxic
1654251296860303362,1497717730975354880,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655277351952076804,18929234,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1654780796719210496,709031949936037888,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1654674455086641153,3242594317,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,toxic
1657570651824062465,1586776821164646400,ALM - Crossing,C7-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1652797510031687687,1367531,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653053670798290944,826065164504006656,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1653080962480193540,775519985921888256,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1655916956619350016,1509546577907662848,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,non-toxic
1659982320365981696,321954654,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,toxic
1658539134355398656,2369366671,ALM - Crossing,C1-1,toxic,toxic,non-toxic,toxic,toxic
1658123802339946498,385739684,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1662786394362720257,1606017707035529216,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1659504648531615745,7587032,ALM - Crossing,C5-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1660537873714810881,1103711963119415296,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1660501193435541504,15070269,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660656322138845187,976122092721725440,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1659049688455159808,4247374520,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659571621097619458,112684779,ALM - Crossing,C5-2,toxic,toxic,non-toxic,toxic,non-toxic
1659306966458433536,1583342573502058496,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1659302274957713410,3788456130,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1658938393970057216,1442868781492027392,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659766662529204226,1430605174674964480,ALM - Crossing,C7-2,toxic,toxic,toxic,toxic,toxic
1659271755674918939,65159946,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1659617946560344064,1045722178854023168,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1658438506639704064,709031949936037888,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660412925993992192,780890343336206336,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1660193805675495425,455264233,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660403634499117061,877956489981419520,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1659711256960585730,38495835,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659707032776089600,523248016,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659200000419856386,1003174570549891072,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1659752345302102018,180542862,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1660609803738050560,3380282686,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659316841188151300,1109471016,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658876219905982465,936858992,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,toxic
1658196833632395282,1033791437131968512,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1659632364916490262,1574024008617558016,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660830311721193472,313676704,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658835716401516549,1638707182731509760,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1658488026425851904,15212187,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659383847543341056,19211550,ALM - Crossing,C1-1,non-toxic,toxic,toxic,toxic,toxic
1661098627060621312,1274416211258982400,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1659687028944957442,91882544,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658715044975108096,1493689421530472448,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659642150445785101,2166773905,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1661060791683141633,875856268056969216,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1658246051088805888,1328422666198544384,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1658443092629016577,1544851489381789696,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659936810317885443,1383526776412860416,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1660009858337497088,1532561502191767552,ALM - Crossing,C1-2,non-toxic,toxic,toxic,toxic,toxic
1659857981997981696,28618917,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1658192186872045581,50434933,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659590685777969152,1585826850244366336,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1660334706326482950,240061707,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1658582797400027136,1339166129110065152,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1660622460755103744,1513131431765188608,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658210317476974593,890061634181373952,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1661013379115552771,329292774,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1660424686314954758,1556911898486099968,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1658540323822264408,895388295496073216,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659289329783435282,1425223564693843968,ALM - Crossing,C1-1,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1660054653487181825,1339166129110065152,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658279586285641735,55330244,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660630450195386369,1287397473489530880,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,toxic
1661023571114881028,1488942484226932736,ALM - Crossing,C1-2,toxic,toxic,non-toxic,toxic,toxic
1659524991631740929,1271509388319170560,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,toxic
1660091525462728704,3096147528,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1660669515728842752,312800783,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659968031802662913,22036446,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660726916238938112,282220986,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1658242033012600832,19211550,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1658201851378933769,832978972602429440,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660676180188512262,1459511335839014912,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1659878913324064768,1594099491023593472,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659906955748466694,4914384040,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660724382140866573,1084264573,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659600127454236673,1647075147277557760,ALM - Crossing,C5-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660630129503027200,542962969,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659341004246269952,1544489652014440448,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659658551814397953,1533619117307076608,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1658488073309794306,1544408838308171776,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658121869080379393,5770442,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1660792381258579969,1394992781630877696,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1660092162418016257,1475601295,ALM - Crossing,C5-2,toxic,toxic,toxic,toxic,toxic
1659607026371117057,11203972,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659333054500831232,1524226014271913984,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1658853399268343811,715850854943866880,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658350611333619713,1440338610457231360,ALM - Crossing,C1-2,non-toxic,non-toxic,toxic,non-toxic,non-toxic
1658480389609119746,3305520313,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1661075417896239104,1319287761048723456,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658118867388882945,360868889,ALM - Crossing,C1-3,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660360728786657280,1518744729550307328,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658207418977861632,930212715422998528,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659684752142524416,810055220,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1660535451067854848,1438808441825419264,ALM - Crossing,C5-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658201168072327169,1319287761048723456,ALM - Crossing,C1-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658548648764923913,39344374,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659504626545074178,1651019613570834432,ALM - Crossing,C1-2,toxic,non-toxic,toxic,toxic,non-toxic
1661027854878998530,2174509045,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1660447160419196928,827221661787287552,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,non-toxic
1660416433380098048,579019262,ALM - Crossing,C1-1,toxic,toxic,toxic,toxic,toxic
1660266979285159939,561403801,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659260882440921107,1649033257785212928,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1660520763156316162,101541840,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1660870393832300544,202813040,ALM - Crossing,C5-2,toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659296518862434308,91882544,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660986924188794880,19899606,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660483618702266370,1616975606104879104,ALM - Crossing,C5-1,toxic,toxic,toxic,toxic,non-toxic
1657933061185568768,794283565517336576,ALM - Crossing,C5-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658991013128704001,3239291984,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1658637745454211073,707278892801765376,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1658669513129226241,191871143,ALM - Crossing,C1-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1659215668166754304,1638707182731509760,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,non-toxic
1661131143427620865,1492250148294074368,ALM - Crossing,C1-2,toxic,toxic,toxic,toxic,toxic
1658507764312965122,1575044009382510592,ALM - Crossing,C7-1,toxic,toxic,toxic,toxic,toxic
1659907826418892800,25645943,ALM - Crossing,C1-3,toxic,toxic,toxic,toxic,toxic
1652863142328782849,1649395076,BLM - Crossing,C3-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657294754596651009,833998650145546240,BLM - Crossing,C3-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1656114909468393472,1096497128,BLM - Crossing,C6-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657537471947702272,54340475,BLM - Crossing,C6-2,toxic,toxic,toxic,toxic,non-toxic
1656035599915073536,1618942589431955712,BLM - Crossing,C2-1,toxic,toxic,toxic,toxic,non-toxic
1657014378456317954,735636196290756608,BLM - Crossing,C3-2,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1653739869691166720,1422011780319023104,BLM - Crossing,C3-1,non-toxic,non-toxic,non-toxic,non-toxic,toxic
1655657989867536385,821416574938652672,BLM - Crossing,C2-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1660701769440083989,1506599268194430976,BLM - Crossing,C6-2,toxic,toxic,toxic,toxic,non-toxic
1655918277011337216,1474808942018666496,BLM - Crossing,C3-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656067532502048770,971536182969384960,BLM - Crossing,C3-2,toxic,toxic,toxic,toxic,toxic
1654506340637614086,819994707061248000,BLM - Crossing,C3-1,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1655245313530265600,1629265869342916608,BLM - Crossing,C6-1,toxic,toxic,toxic,toxic,toxic
1653793286119628801,18052474,BLM - Crossing,C2-1,non-toxic,non-toxic,toxic,non-toxic,toxic
1657904649331003394,1126096396682240000,BLM - Crossing,C6-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1657842166935302145,800707492346925056,BLM - Crossing,C2-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
1656091679399505921,1348246299141951488,BLM - Crossing,C6-2,non-toxic,non-toxic,non-toxic,non-toxic,non-toxic
